Key,Type,Desc,Vietnamese
religious_align_treshold_04_info,0,,Dân làng này chỉ cần cầu nguyện chớp nhoáng thỉnh thoảng để thỏa mãn nhu cầu đức tin. Họ cần bàn thờ hoặc đền thờ của Huynh Đệ Cây Sồi.
religious_align_treshold_05_info,0,,Dân làng này cần tham gia hoạt động tôn giáo vài ngày một lần. Họ cần bàn thờ hoặc đền thờ của Huynh Đệ Cây Sồi để hành lễ.
religious_align_treshold_06_info,0,,Dân làng này đòi hỏi tham gia nhiều hoạt động tôn giáo để giữ tâm trạng tốt. Họ cần bàn thờ hoặc đền thờ của Huynh Đệ Cây Sồi để thực hiện các nghi thức tín ngưỡng.
menu_entertaiment,0,,Hoạt Động Giải Trí
info_menu_entertaiment,0,,"Mức độ hoạt động giải trí mà dân định cư cần. Nếu không được đáp ứng, họ sẽ cảm thấy tẻ nhạt và bất mãn."
menu_stomach,0,,Sức Khỏe Dạ Dày
info_menu_stomach,0,,"Tình trạng sức khỏe hệ tiêu hóa của dân định cư. Uống nhiều rượu và ăn thực phẩm sống (đặc biệt là thịt sống) sẽ gây đau bụng khó tiêu. Nếu tụt về 0, dân định cư sẽ nôn mửa liên tục."
stomach_treshold_01,0,,Đau bụng nhẹ
stomach_treshold_02,0,,Đau dạ dày nghiêm trọng
stomach_treshold_03,0,,Nôn mửa
religious_align_scale_info,0,,Xu hướng tín ngưỡng tăng dần từ trái sang phải:
info_menu_blood,0,,"Lượng máu trong cơ thể của người hoặc động vật. Mất máu nghiêm trọng sẽ dẫn đến bất tỉnh; nếu cạn kiệt (0%), đối tượng sẽ tử vong."
info_menu_consciousness,0,,"Mức độ tỉnh táo và nhận thức. Mất ý thức sẽ khiến cơ thể tê liệt không thể vận động; nếu tụt về 0%, họ sẽ ngất lịm."
info_menu_health,0,,Chỉ số sinh lực (máu/HP) tối đa trước khi tử vong hoặc bị phá hủy.
info_menu_hunger,0,,"Thức ăn: Lượng dinh dưỡng đã hấp thụ. Nếu cạn kiệt (0%), dân định cư sẽ rơi vào tình trạng chết đói và dần dần mất mạng."
info_menu_mood,0,,"Chỉ số tâm trạng của dân làng. Nếu chỉ số này giảm về 0%, dân làng sẽ thu dọn hành lý và rời đi vĩnh viễn."
info_menu_pain,0,,Mức độ đau đớn thể xác mà đối tượng đang gánh chịu. Đau đớn vượt ngưỡng chịu đựng sẽ làm mất ý thức và ngất xỉu.
info_menu_rot,0,,"Độ tươi mới của tài nguyên thực phẩm. Khi tụt về 0%, đống tài nguyên sẽ ôi thiu và phân hủy thành đồ hỏng."
info_menu_sleep,0,,"Giấc ngủ: Mức độ phục hồi qua giấc ngủ. Nếu cạn kiệt (0%), dân định cư sẽ gục ngã vì kiệt sức."
info_menu_storage,0,,Sức chứa tài nguyên: Lượng tài nguyên đang được lưu trữ trong đống đồ này.
menu_health,0,,Sinh Lực (HP)
menu_hit_points,0,,Độ Bền / Sinh Lực
mood_treshold_00,0,,Hân Hoan
mood_treshold_01,0,,Bình Thường
mood_treshold_02,0,,Bực Bội
mood_treshold_03,0,,Vỡ Mộng
mood_treshold_04,0,,Nổi Loạn
mood_treshold_05,0,,Suy Sụp Tuyệt Vọng
pain_treshold_01,0,,Cơn đau nhói buốt (Ảnh hưởng đến ý thức)
pain_treshold_02,0,,Cơn đau nhói đáng lo (Ảnh hưởng đến ý thức)
pain_treshold_03,0,,Cơn đau nhói nghiêm trọng (Ảnh hưởng đến ý thức)
pain_treshold_04,0,,Cơn đau nhói báo động (Ảnh hưởng đến ý thức)
pain_treshold_05,0,,Cơn đau nhói dữ dội (Ảnh hưởng đến ý thức)
sleep_treshold_00,0,,Nghỉ ngơi đầy đủ
sleep_treshold_01,0,,Nghỉ ngơi đầy đủ
sleep_treshold_02,0,,Tỉnh táo
sleep_treshold_03,0,,Mệt mỏi
sleep_treshold_04,0,,Kiệt sức
sleep_treshold_05,0,,Uể oải rã rời
menu_consciousness,0,,Ý Thức Tỉnh Táo
menu_mood,0,,Tâm Trạng
menu_sleep,0,,Nhu Cầu Giấc Ngủ
menu_blood,0,,Lượng Máu Cơ Thể
menu_TemperatureHot,0,,Ngưỡng Chịu Nóng
menu_TemperatureCold,0,,Ngưỡng Chịu Lạnh
menu_ReligiousAlignment,0,,Xu Hướng Tín Ngưỡng
menu_Inebriated,0,,Tình Trạng Say Rượu
menu_Canibal,0,,Ăn Thịt Người
menu_character_age,0,,Tuổi Tác
menu_character_hight,0,,Chiều Cao
menu_character_incapable,0,,Không Có Khả Năng Làm
menu_character_name,0,,Tên
menu_character_surname,0,,Họ
menu_character_religious,0,,Xu Hướng Tín Ngưỡng
menu_character_societal,0,,Xu Hướng Xã Hội
menu_character_weight,0,,Cân Nặng
worker_attributes,0,,Thuộc tính dân làng
worker_biography,0,,Tiểu sử cuộc đời
worker_health,0,,Sức khỏe
worker_inventory,0,,Túi đồ
worker_mood,0,,Tâm Trạng
worker_skills,0,,Kỹ Năng
worker_social,0,,Giao tiếp
worker_stance_aggressive_desc,0,,Dân làng ở trạng thái Hung hãn sẽ chủ động lao vào chiến đấu ngay khi nhìn thấy kẻ thù trong tầm mắt.
worker_stance_aggressive_title,0,,Hung hãn
worker_stance_flee_desc,0,,Dân làng ở trạng thái Bỏ chạy sẽ lập tức tìm nơi an toàn khi phát hiện mối đe dọa.
worker_stance_flee_title,0,,Bỏ chạy
worker_stance_neutral_desc,0,,Dân làng ở trạng thái Trung lập sẽ phớt lờ kẻ thù trừ khi được chỉ định trực tiếp.
worker_stance_neutral_title,0,,Trung lập
worker_drafted_stance_hold_ground_title,0,,Giữ vị trí
worker_drafted_stance_default_title,0,,Mặc định
health_treshold_01,0,,Tình Trạng Nguy Kịch
general_stats,0,,Thuộc tính dân làng
menu_Pain,0,,Mức Độ Đau Đớn
mass_carried,0,,Khối lượng mang theo
hud_lb_targeted_by,0,,Bị nhắm mục tiêu bởi
menu_comfort,0,,Độ Tiện Nghi Thoải Mái
info_menu_comfort,0,,"Mức độ tiện nghi của dân định cư. Giường nệm êm ái, bàn ghế đẹp và y phục cao cấp sẽ gia tăng chỉ số này, mang lại nhiều hiệu ứng tâm trạng tích cực."
comfort_treshold_05,0,,Rất khó chịu
comfort_treshold_04,0,,Khó chịu
comfort_treshold_03,0,,Thoải mái
comfort_treshold_02,0,,Rất thoải mái
comfort_treshold_not_used,0,,Cực kỳ thoải mái
menu_beauty_points,0,,Giá Trị Thẩm Mỹ
menu_beauty_points_on_ground,0,,vứt trên nền đất
menu_beauty_points_on_shelf,0,,bài trí trên giá kệ
menu_beauty,0,,Thẩm Mỹ Quan
info_menu_beauty,0,,"Nhu cầu chiêm ngưỡng cái đẹp của dân định cư. Khi sống giữa không gian bài trí nghệ thuật đẹp đẽ, chỉ số tâm trạng sẽ gia tăng mạnh mẽ."
beauty_treshold_05,0,,Khung cảnh tồi tệ
beauty_treshold_04,0,,Khung cảnh tẻ nhạt
beauty_treshold_03,0,,Khung cảnh dễ chịu
beauty_treshold_02,0,,Khung cảnh tuyệt đẹp
stat_target,0,,Mục tiêu
worker_overweight_slowdown,0,,Dân làng này đang mang vác quá nặng nên sẽ di chuyển chậm hơn.
menu_Social,0,,Nhu Cầu Giao Tiếp Xã Hội
info_menu_social,0,,Nhu cầu giao lưu chuyện trò của dân định cư. Để dân định cư tương tác và trò chuyện cùng nhau sẽ giúp thỏa mãn nhu cầu này.
social_treshold_02,0,,Thiếu người bầu bạn
social_treshold_03,0,,Cô đơn quạnh quẽ
birthday_pattern,0,,<age> (<birthday>. của <season>)
menu_malnutrition,0,,Mức Độ No Dinh Dưỡng
can_not_draft_fist_fight_hour,0,,Không thể huy động một dân làng đang ẩu đả đánh nhau.
selected_worker_is_fist_fight_hour,0,,Dân làng được chọn đang ẩu đả và sẽ không nhận mệnh lệnh
hour_type_fist_fight_name,0,,Ẩu đả
worker_action_BanishGoal,0,,Đang rời đi
worker_action_RelocateResourcePileGoal,0,,Đang di dời đống tài nguyên
worker_action_attackgoal,0,,Đang tấn công
worker_action_enemyselfdefensegoal,0,,Đang tấn công
worker_action_carrytobedgoal,0,,Đang khiêng người bị thương về giường
worker_action_choptreegoal,0,,Đang đốn cây
worker_action_constructbuildinggoal,0,,Đang Xây Dựng
worker_action_deconstructgoal,0,,Đang Tháo Dỡ
worker_action_deliverbuildingmaterialsgoal,0,,Đang Lấy Vật Liệu Xây Dựng
worker_action_delivercarpentryresourcecategorygoal,0,,Đang lấy vật liệu nghề mộc
worker_action_delivercarpentryresourcesgoal,0,,Đang lấy gỗ làm mộc
worker_action_delivercookingresourcecategorygoal,0,,Đang lấy nguyên liệu nấu ăn
worker_action_delivercookingresourcesgoal,0,,Đang lấy thực phẩm nấu nướng
worker_action_delivercraftingresourcecategorygoal,0,,Đang lấy vật liệu chế tác
worker_action_delivercraftingresourcesgoal,0,,Đang lấy nguyên liệu thủ công
worker_action_deliverresearchresourcecategorygoal,0,,Đang lấy tài liệu nghiên cứu
worker_action_deliverresearchresourcesgoal,0,,Đang lấy sách nghiên cứu
worker_action_deliversmithingresourcecategorygoal,0,,Đang lấy quặng rèn kim loại
worker_action_deliversmithingresourcesgoal,0,,Đang lấy thỏi sắt đúc
worker_action_delivertailoringresourcecategorygoal,0,,Đang lấy vải may mặc
worker_action_delivertailoringresourcesgoal,0,,Đang lấy da và sợi dệt
worker_action_delivercarcassdisposalresourcesgoal,0,,Đang thu dọn xác động vật
worker_action_deliverchemistryresourcesgoal,0,,Đang lấy dược liệu điều chế
worker_action_diggoal,0,,Đang khai mỏ/đào đất
worker_action_drafted,0,,Đã huy động
worker_action_equipgoal,0,,Đang trang bị
worker_action_faintgoal,0,,Bất tỉnh
worker_action_fleegoal,0,,Đang tháo chạy
worker_action_harvestgoal,0,,Đang thu hoạch tài nguyên
worker_action_hungergoal,0,,Đang đói
worker_action_huntinggoal,0,,Đang săn bắn
worker_action_idlegoal,0,,Rảnh rỗi
worker_action_leavemapgoal,0,,Đang rời đi
worker_action_plantcropsgoal,0,,Đang làm vườn trồng trọt
worker_action_productioncarpentrygoal,0,,Đang chế tác đồ gỗ
worker_action_productioncookinggoal,0,,Đang chuẩn bị thức ăn
worker_action_productioncarcassdisposalgoal,0,,Đang xử lý thi thể
worker_action_productionchemistrygoal,0,,Đang sản xuất
worker_action_productioncraftinggoal,0,,Đang chế tác
worker_action_productionresearchgoal,0,,Đang nghiên cứu
worker_action_productionresourcecategorygoal,0,,Đang tiếp tế nguyên liệu sản xuất
worker_action_productionresourcegoal,0,,Đang lấy tài nguyên sản xuất
worker_action_productionsmithinggoal,0,,Đang rèn đồ kim loại
worker_action_productiontailoringgoal,0,,Đang may vá
worker_action_productionworkergoal,0,,Đang sản xuất
worker_action_repairbuildinggoal,0,,Đang Sửa Chữa
worker_action_restgoal,0,,Đang dưỡng bệnh
worker_action_sleepgoal,0,,Đang ngủ
worker_action_stockpilehaulinggoal,0,,Đang vận chuyển về bãi chứa
worker_action_shelfhaulinggoal,0,,Đang vận chuyển về bãi chứa
worker_action_tendwoundsgoal,0,,Đang chữa trị vết thương
worker_action_SelfTendWoundsGoal,0,,Đang tự chữa trị vết thương
worker_action_walktopositiondraftgoal,0,,Đang di chuyển đến vị trí
worker_action_walktopositiongoal,0,,Đang trên đường
worker_action_autoequipgoal,0,,Đang tự động trang bị
worker_action_faithgoal,0,,Đang cầu nguyện
worker_action_changedoorlockdtategoal,0,,Đang khóa/Mở khóa cửa
worker_action_delivercarpentryresourcedismantlegoal,0,,Đang lấy đồ gỗ cần tháo dỡ
worker_action_deliversmithingresourcedismantlegoal,0,,Đang lấy đồ kim loại cần nấu chảy
worker_action_delivertailoringresourcedismantlegoal,0,,Đang lấy quần áo cần tái chế
worker_action_delivercraftingresourcedismantlegoal,0,,Đang lấy vật phẩm cần tháo dỡ
worker_action_setuptrapgoal,0,,Đang đặt lại bẫy
worker_action_drinkgoal,0,,Đang uống
worker_action_vomitgoal,0,,Đang nôn mửa
worker_action_entertainmentgoal,0,,Đang giải trí
worker_action_ChangeDoorLockStateGoal,0,,Đang khóa/Mở khóa cửa
worker_action_changelockstategoal,0,,Đang quản lý
worker_action_burybodygoal,0,,Đang chôn cất hài cốt
worker_action_OperateTrebuchetGoal,0,,Đang vận hành vũ khí công thành
worker_action_TradeGoal,0,,Đang trao đổi
worker_action_UninstallBuildingGoal,0,,Đang Gỡ Bỏ Công Trình
worker_action_DeliverMoveBuildingResource,0,,Đang Lấy Vật Liệu Xây Dựng
worker_action_formcaravangoal,0,,Đang thành lập đoàn buôn
worker_action_incaravan,0,,Đang di chuyển
worker_action_productionanimalgoal,0,,Đang chăm sóc thu hoạch vật nuôi
worker_action_deliveranimalresourcesGoal,0,,Đang lấy thức ăn cho thú nuôi
worker_action_deliverfuelgoal,0,,Đang tiếp nhiên liệu
worker_action_slaughterAnimalGoal,0,,Đang mổ thịt động vật
worker_action_tameAnimalGoal,0,,Đang thuần hóa động vật
worker_action_trainAnimalGoal,0,,Đang huấn luyện động vật
worker_action_ropeAnimalGoal,0,,Đang buộc dây dắt động vật
worker_action_releaseAnimalGoal,0,,Đang phóng thích động vật
worker_action_releasePrisonerGoal,0,,Đang phóng thích tù nhân
worker_action_harvestAnimalGoal,0,,Đang thu hoạch sản phẩm vật nuôi
worker_action_FollowGoal,0,,Đang di chuyển đến vị trí
worker_action_FollowMoveOrderGoal,0,,Đang di chuyển đến vị trí
worker_action_npcidlewalkgoal,0,,Đang đi dạo
worker_action_TraderIdleGoal,0,,Rảnh rỗi
worker_action_EnemyIdleGoal,0,,Rảnh rỗi
worker_action_EnemyCombatIdleGoal,0,,Đang Rảnh Rỗi
worker_action_EnemyWithdrawalGoal,0,,Đang rút lui
worker_action_fillfoodstoragegoal,0,,Đang nạp túi thức ăn
worker_action_AnimalFleeingIdleGoal,0,,Đang Chờ
worker_action_AnimalHungerGoal,0,,Đang Kiếm Ăn
worker_action_AnimalRaidIdleGoal,0,,Đứng chờ
worker_action_RopedFollowGoal,0,,Đang bị buộc dây
worker_action_SetAnimalTargetGoal,0,,Đang Săn Mồi
worker_action_PestControlGoal,0,,Đang diệt thú gây hại
worker_action_productionartgoal,0,,Đang sáng tác nghệ thuật
worker_action_AnimalFeederHaulingGoal,0,,Đang Đổ Đầy Máng Ăn
worker_action_FillMedicineStorageGoal,0,,Đang nạp túi thuốc
worker_action_PatientGoal,0,,Đang chờ điều trị y tế
worker_action_FishingGoal,0,,Đang câu cá
worker_action_StockpileUrgentHaulingGoal,0,,Đang dọn đồ khẩn cấp về bãi chứa
worker_action_BardRoleGoal,0,,Đang biểu diễn
worker_action_FeastEventGoalBard,0,,Đang biểu diễn
worker_action_BardVisitorGoal,0,,Đang biểu diễn
worker_action_PriestRoleGoal,0,,Đang chủ trì nghi lễ Hội Phục Hưng
worker_action_SermonEventGoalPriest,0,,Đang chủ trì nghi lễ Hội Phục Hưng
worker_action_PriestVisitorGoal,0,,Đang chủ trì nghi lễ Hội Phục Hưng
worker_action_ShamanRoleGoal,0,,Đang chủ trì nghi lễ Huynh Đệ Cây Sồi
worker_action_RitualEventGoalShaman,0,,Đang chủ trì nghi lễ Huynh Đệ Cây Sồi
worker_action_ShamanVisitorGoal,0,,Đang chủ trì nghi lễ Huynh Đệ Cây Sồi
worker_action_NegotiateGoal,0,,Đang đàm phán
worker_action_FeastEventGoal,0,,Đang dự tiệc
worker_action_SermonEventGoal,0,,Đang dự lễ Phục Hưng
worker_action_RitualEventGoal,0,,Đang tham dự nghi lễ Huynh Đệ Cây Sồi
action_AbortEventParticipation,0,,Rời Khỏi Sự Kiện
abort_event_participation_confirm,0,,Rời khỏi sự kiện sớm có thể gây giảm tâm trạng cho dân làng này. Bạn có chắc chắn muốn tiếp tục không?
worker_action_RitualAnimalEventGoal,0,,Đang Tham Gia Nghi Lễ Huynh Đệ Cây Sồi
worker_action_HangingEventGoal,0,,Đang tham dự lễ treo cổ
worker_action_RopePrisonerToHangingEventGoal,0,,Đang áp giải đến giá treo cổ
worker_action_GallowsExecutionGoal,0,,Đang đi tới giá treo cổ
worker_action_RopeEnemyGoal,0,,Đang áp giải
worker_action_WardenRoleGoal,0,,Đang giám sát lao động
worker_action_ProductionTrainGoal,0,,Đang rèn luyện kỹ năng
worker_action_TakeOutFireGoal,0,,Đang dập lửa
action_AllowFlammableProjectile,0,,Bắn Tên Lửa
action_FlammableProjectileAllowed,0,,Ngừng Bắn Tên Lửa
worker_action_IdleOnFireGoal,0,,Đang bị bốc cháy
worker_action_BarrelFillGoal,0,,Đang đổ đầy thùng
worker_action_OpenShelfGoal,0,,Đang dọn vật chứa
worker_action_deliverammunitiontotrebuchetgoal,0,,Đang nạp đạn máy bắn đá
worker_action_MasterClassEventGoalLibrarian,0,,Đang chủ trì Buổi Giảng Sách
worker_action_MasterClassEventGoal,0,,Đang tham gia Buổi Giảng Sách
worker_action_TrainingEventGoalRanged,0,,Đang tham gia huấn luyện bắn cung
worker_action_TrainingEventGoalMelee,0,,Đang tham gia huấn luyện cận chiến
worker_action_TrainingEventGoalSergeant,0,,Đang tổ chức huấn luyện chiến đấu
worker_action_LibrarianRoleGoal,0,,Đang lập danh mục bản thảo
worker_action_SergeantRoleGoal,0,,Đang mài sắc vũ khí
worker_action_BrokerRoleGoal,0,,Đang đếm tiền
worker_action_ForcedFleeGoal,0,,Đang tháo chạy
worker_action_BackgammonEntertainmentGoal,0,,Đang giải trí
worker_action_ShovelboardEntertainmentGoal,0,,Đang giải trí
worker_action_SkittlesEntertainmentGoal,0,,Đang giải trí
worker_action_QuoitsEntertainmentGoal,0,,Đang giải trí
worker_action_visitorpilgrimidlegoal,0,,Rảnh rỗi
worker_action_StripCarcassGoal,0,,Đang lột đồ thi thể
worker_action_EnemyIdlePatrolGoal,0,,Đang tuần tra
worker_action_prisonerescapegoal,0,,Đang vượt ngục
worker_action_FollowConstructBuildingGoal,0,,Đang Xây Dựng
worker_action_petAnimalGoal,0,,Đang Vuốt Ve Thú Cưng
worker_action_FollowInsultGoal,0,,Đang chế giễu khiêu khích
worker_action_InitiateSocialFightGoal,0,,Đang gây gổ
worker_action_SocialFightGoal,0,,Đang ẩu đả
worker_action_SolitaryIdleGoal,0,,Đang sống thu mình
name_prod_pickle,0,,Muối chua
name_prod_baking_clay,0,,Nung đất sét
name_prod_butchering,0,,Pha thịt
name_prod_cutting_stone,0,,Xẻ đá
name_prod_make_shield,0,,Chế tạo khiên
name_prod_armor,0,,Rèn giáp
name_prod_make_helemt,0,,Chế tạo mũ trụ
name_prod_make_weapon,0,,Rèn vũ khí
name_prod_make_hat,0,,Chế tạo mũ
name_prod_package,0,,Đóng gói
name_prod_prep_material,0,,Sơ chế nguyên liệu
name_prod_prep_remedy,0,,Chế thuốc
name_prod_make_clothes,0,,May vá
name_prod_ferment,0,,Lên men
name_prod_brew,0,,Nấu rượu
name_prod_bottle,0,,Đóng chai
name_prod_write,0,,Viết sách
name_prod_destile,0,,Chưng cất
name_prod_melting_ore,0,,Luyện quặng kim loại
name_prod_prep_clay,0,,Tạo hình đất sét
name_prod_prep_ore,0,,Sơ chế quặng kim loại
name_prod_roasting,0,,Quay nướng
name_prod_shaping_ore,0,,Đúc thành thỏi
name_prod_simering,0,,Ninh nhỏ lửa
name_prod_smoke_meat,0,,Hun khói thịt
resource_name_dismantle_cloth,0,,Tháo dỡ vật phẩm thu hồi vải
resource_name_dismantle_wood,0,,Tháo dỡ vật phẩm thu hồi gỗ
resource_name_dismantle_metal,0,,Nấu chảy vật phẩm thu hồi kim loại
name_prod_dismantle_wood,0,,Tháo dỡ đồ gỗ
name_prod_dismantle_metal,0,,Nấu chảy tái chế kim loại
name_prod_dismantle_cloth,0,,Tháo dỡ đồ vải
name_prod_prep_coal,0,,Chuẩn bị gỗ
name_prod_creating_coal,0,,Sản xuất than
name_prod_burning_carcass,0,,Thiêu xác
name_prod_preparing_carcass,0,,Chuẩn bị thi thể
name_prod_create_mech,0,,Chế tạo linh kiện
name_prod_prep_ice_block,0,,Chuẩn bị khối băng
name_prod_freez,0,,Đông lạnh
name_prod_prep_hive,0,,Chuẩn bị tổ ong
name_prod_honey,0,,Sản xuất mật ong
name_prod_resources,0,,Đang chờ nguyên liệu
name_prod_worker_request,0,,Đang chờ dân làng
name_prod_worker_skill_request,0,,Không có thợ nào có
name_prod_making_trophy,0,,Chế tạo chiến lợi phẩm
name_prod_general_producing,0,,Đang sản xuất
name_prod_prep_dungbrick,0,,Chuẩn bị nguyên liệu làm gạch phân
name_prod_baking_dungbrick,0,,Phơi gạch phân
name_prod_prep_quicklime,0,,Chuẩn bị nguyên liệu nung vôi
name_prod_prep_saltpeter,0,,Chuẩn bị nguyên liệu chiết diêm tiêu
name_prod_creating_quicklime,0,,Nung đá vôi
name_prod_creating_saltpeter,0,,Chiết xuất diêm tiêu 
name_prod_make_dummy,0,,May hình nhân
name_prod_make_practice_target,0,,Làm bia luyện bắn
name_prod_trainng_marksman,0,,Luyện bắn bia
name_prod_trainng_melee,0,,Luyện tập với hình nộm
name_prod_flamable_oil,0,,Pha chế dầu cháy
train_ranged,0,,Huấn luyện xạ thủ
train_melee,0,,Huấn luyện cận chiến
resource_name_train_ranged,0,,Luyện Tập Bắn Cung
resource_name_train_melee,0,,Luyện Tập Cận Chiến
name_prod_mint,0,,Đúc tiền xu
menu_copy_production,0,,Sao Chép Lệnh Sản Xuất
menu_copy_production_queue,0,,Sao Chép Toàn Bộ Hàng Đợi
menu_paste_production_queue,0,,Dán Vào Hàng Đợi
produce_settings_panel_assign_description,0,,Chỉ định giới hạn dân định cư nào được phép gia công sản phẩm này
production_settlers_allow_skill,0,,Cho phép dân làng có cấp kỹ năng
general_anyone,0,,Bất kỳ ai
menu_production_settings_skill_range,0,,Khoảng Cấp Độ Kỹ Năng
skill_level_doesnt_satisfy_filter,0,,Cấp kỹ năng không đáp ứng khoảng thiết lập
skep_production_speed_tooltip,0,,"<style=DefaultOrange>Sản lượng phụ thuộc vào sự cân bằng giữa hoa cỏ và số lượng tổ ong xung quanh. Các tổ ong cạnh tranh tài nguyên với nhau, vì vậy hãy đặt chúng cách xa nhau.</style>"
skep_production_speed,0,,Tốc độ sản xuất của tổ ong
plants_around_skep,0,,Cây cối gần tổ ong để lấy mật 
skeps_around_skep,0,,Các tổ ong khác ở gần
production_assigned_to_different_settler,0,,Hoạt động sản xuất đã được chỉ định cho dân làng khác! Dùng nút Chỉnh Sửa để phân công lại vai trò này.
resource_name_repair_cloth,0,,Vá trang phục vải
resource_name_repair_cloth_produced,0,,Trang phục vải đã sửa
resource_name_repair_wood,0,,Sửa chữa vật phẩm gỗ
resource_name_repair_wood_produced,0,,Vật phẩm gỗ đã sửa
resource_name_repair_metal,0,,Sửa chữa vật phẩm kim loại
resource_name_repair_metal_produced,0,,Vật phẩm kim loại đã sửa
name_prod_fixing_wood,0,,Sửa chữa đồ gỗ
name_prod_fixing_metal,0,,Sửa chữa đồ kim loại
name_prod_fixing_cloth,0,,Vá quần áo vải
repair_item_description_cloth,0,,Vật phẩm vải cần được vá
repair_item_description_wood,0,,Vật phẩm gỗ cần được sửa
repair_item_description_metal,0,,Vật phẩm kim loại cần được sửa
item_hit_point_tooltip,0,,Phạm vi độ bền của vật phẩm cần sửa chữa
item_resource_hit_point_tooltip,0,,Phạm vi độ bền của vật liệu sửa chữa sử dụng
item_resource_quality_tooltip,0,,Phạm vi phẩm chất của vật phẩm cần sửa chữa
resource_hit_point_tooltip,0,,Phạm vi độ bền của tài nguyên đang dùng
resource_quality_tooltip,0,,Phạm vi phẩm chất của tài nguyên đang dùng
menu_item_hit_points,0,,Độ Bền Trang Bị
menu_resource_hit_points,0,,Độ bền vật liệu sửa chữa
wound_blood_loss_rate,0,,Tốc độ mất máu
wound_severity,0,,Mức độ nghiêm trọng
wound_severity_Critical,0,,Nguy Kịch
wound_severity_Maximum,0,,Tối Đa
wound_severity_Minor,0,,Nhẹ
wound_severity_Moderate,0,,Trung Bình
wound_severity_Serious,0,,Nghiêm Trọng
wound_severity_Severe,0,,Rất Nặng
wound_tending_completed,0,,Đã băng bó xử lý vết thương
wound_tending_fail,0,,Băng bó xử lý vết thương thất bại
wounds_need_tending_info,0,,Phải nghỉ ngơi hoặc nằm ngủ để vết thương được băng bó điều trị
wounds_need_tending_title,0,,Cần sơ cứu chữa trị vết thương khẩn cấp!
bitten_arm_name,0,,Vết cắn ở tay
bitten_face_name,0,,Vết cắn ở mặt
bitten_foot_name,0,,Vết cắn ở bàn chân
bitten_forearm_name,0,,Vết cắn ở cẳng tay
bitten_hand_name,0,,Vết cắn ở bàn tay
bitten_leg_name,0,,Vết cắn ở chân
bitten_neck_name,0,,Vết cắn ở cổ
broken_arm_name,0,,Gãy tay
broken_leg_name,0,,Gãy chân
broken_nose_name,0,,Gãy xương mũi
broken_ribs_name,0,,Gãy xương sườn
bruised_arm_name,0,,Bầm tím tay
bruised_chest_name,0,,Bầm tím ngực
bruised_leg_name,0,,Bầm tím chân
cut_artery_name,0,,Đứt động mạch
deep_cut_arm_name,0,,Vết rách sâu ở tay
deep_cut_chest_name,0,,Vết rách sâu ở ngực
deep_cut_face_name,0,,Vết rách sâu ở mặt
deep_cut_leg_name,0,,Vết rách sâu ở chân
deep_cut_neck_name,0,,Vết rách sâu ở cổ
deep_cut_side_name,0,,Vết rách sâu ở hông
dislocated_sholder_name,0,,Trật khớp vai
fractured_arm_name,0,,Bong gân tay
fractured_leg_name,0,,Bong gân chân
fractured_nose_name,0,,Bầm tím mũi
fractured_ribs_name,0,,Rạn xương sườn
mild_concussion_name,0,,Chấn động não nhẹ
pierced_arm_muscle_name,0,,Đâm xuyên cơ bắp tay
pierced_cheek_name,0,,Đâm xuyên má
pierced_chest_name,0,,Đâm xuyên ngực
pierced_gut_name,0,,Đâm thủng ruột
pierced_leg_muscle_name,0,,Đâm xuyên cơ bắp chân
pierced_lung_name,0,,Đâm thủng phổi
pierced_side_name,0,,Đâm xuyên hông
scratched_arm_name,0,,Vết cào ở tay
scratched_chest_name,0,,Xước ngực
scratched_face_name,0,,Vết cào ở mặt
scratched_forearm_name,0,,Cào xước cẳng tay
scratched_hand_name,0,,Cào xước bàn tay
scratched_leg_name,0,,Vết cào ở chân
scratched_neck_name,0,,Cào xước cổ
shallow_cut_arm_name,0,,Vết rách nhẹ ở tay
shallow_cut_chest_name,0,,Vết rách nhẹ ở ngực
shallow_cut_face_name,0,,Vết rách nông ở mặt
shallow_cut_leg_name,0,,Vết rách nông ở chân
shallow_cut_neck_name,0,,Vết rách nông ở cổ
shallow_cut_side_name,0,,Vết rách nông ở hông
whiped_back_name,0,,Vết roi ở lưng
heavy_concussion_name,0,,Chấn động não nghiêm trọng
hypothermia_name,0,,Hạ thân nhiệt
heatstroke_name,0,,Say nắng
burn_arm_name,0,,Bỏng cánh tay
burn_leg_name,0,,Bỏng chân
burn_torso_name,0,,Bỏng thân mình
burn_face_name,0,,Bỏng khuôn mặt
burn_hand_name,0,,Bỏng bàn tay
burn_foot_name,0,,Bỏng bàn chân
stomach_pain_name,0,,Đau dạ dày
skill_info_AnimalHandling,0,,"Dùng để thuần hóa, cho ăn, huấn luyện, săn bắn thú hoang và câu cá."
skill_info_Botanical,0,,"Dùng để gieo hạt, chăm sóc, thu hoạch mùa màng và hái lượm thảo mộc, quả dại."
skill_info_Carpentry,0,,"Tăng độ tinh xảo khi chế tác các vật phẩm và vũ khí bằng gỗ như cung tên, khiên gỗ."
skill_info_Construction,0,,"Nâng cao tay nghề đúc gạch, đẽo đá và tăng đáng kể tốc độ xây dựng công trình."
skill_info_Culinary,0,,"Dùng để nấu nướng các món ăn, ủ rượu và mổ xẻ thịt tươi."
