Key,Type,Desc,English
animal_info_cow,0,,Hoofy bovines reared for their meat and milk. A peasant's most prized possession.
animal_info_donkey,0,,"Obstinate, ubiquitous, hardworking. A humble beast of burden, used to carry heavy loads. "
resource_holder_info_tree_willow,0,,"A silver-leaved denizen of waterside and fenland, the willow tree is fast-growing and pliable."
resource_holder_name_tree_willow,0,,Willow
resource_holder_info_reed_patch,0,,"Growing in the shallows or on marshy ground, it blankets our lowlands with rippling gold."
resource_holder_name_reed_patch,0,,Water Reed
animal_name_water_vole,0,,Water Vole
animal_info_water_vole,0,,Bright eyes glimpsed in a tiny burrow at the water's edge. Splash! And he's gone.
animal_name_mallard,0,,Mallard
animal_info_mallard,0,,"Dabbling waterfowl. The females are brown, but the males are jewel-bright green and blue."
animal_name_fish_pike,0,,Pike
animal_info_fish_pike,0,,"You will need a strong line to catch this monster. Serve with a strong Galentyne sauce, spiced with cinnamon."
animal_name_fish_trout,0,,Trout
animal_info_fish_trout,0,,"Common enough where the waters are clear and small bugs plentiful. Delicious fried, stuffed with butter and lovage."
animal_name_eel,0,,Eel
animal_info_eel,0,,"A staple for the pot at lent, our wriggly friend is also delicious fried, spiced and cooked in verjuice to create a tempting Saracen broth."
animal_color_albino,0,,Albino
animal_color_bear_default,0,,Brown
animal_color_bear_back_spot,0,,Shoulder Stripe
animal_color_bear_ginger,0,,Cinnamon
animal_color_boar_default,0,,Grizzled brown
animal_color_boar_light,0,,Tawny
animal_color_boar_pink,0,,Pale
animal_color_boar_spotted,0,,Speckled
animal_color_boar_striped,0,,Striped
animal_color_cat_default,0,,Grey
animal_color_cat_black,0,,Black
animal_color_cat_calico,0,,Tortoiseshell-and-white
animal_color_cat_calico_gray,0,,Soft Tortoiseshell
animal_color_cat_eyebrows,0,,Black Tortoiseshell
animal_color_cat_hoshi,0,,Blue
animal_color_cat_mico,0,,Tabby-and-white
animal_color_cat_miki,0,,Grey Piebald
animal_color_cat_orange,0,,Ginger
animal_color_cat_orange_white,0,,Orange Piebald
animal_color_cat_siamese,0,,Colorpoint
animal_color_cat_tabby,0,,Tabby
animal_color_cat_tiger,0,,Orange tabby
animal_color_cat_tortie,0,,Tortoiseshell
animal_color_cat_tuxedo,0,,Black Piebald
animal_color_cat_van,0,,Coloured tips
animal_color_cat_white,0,,White
animal_color_chicken_default,0,,White
animal_color_chicken_red,0,,Red
animal_color_chicken_brown,0,,Brown
animal_color_chicken_buff,0,,Buff 
animal_color_chicken_black,0,,Black
animal_color_chicken_speckled,0,,Speckled
animal_color_chicken_black_and_white,0,,Black tipped
animal_color_chicken_light,0,,Silver
animal_color_chicken_lightly_spotted,0,,Light Speckled
animal_color_chicken_red_green,0,,Green plumed
animal_color_chicken_red_white,0,,Red and white
animal_color_chicken_spotted,0,,Dark Speckled
animal_color_chicken_yellow,0,,Golden
animal_color_cow_default,0,,Brown
animal_color_cow_beige,0,,Cream
animal_color_cow_black_pattern,0,,Charcoal
animal_color_cow_black_and_white,0,,Black and White
animal_color_cow_black,0,,Black
animal_color_cow_brown_pattern,0,,Belted
animal_color_cow_brown_spotted,0,,Speckled
animal_color_cow_spotted,0,,Mottled grey
animal_color_cow_tortie,0,,Striped
animal_color_deer_default,0,,Tan
animal_color_deer_black,0,,Black
animal_color_deer_dark,0,,Brown
animal_color_deer_spotted,0,,Dappled
animal_color_deer_white,0,,Menil
animal_color_dog_default,0,,Fawn
animal_color_dog_black,0,,Black
animal_color_dog_black_mostly,0,,Black and Tan
animal_color_dog_black_and_white,0,,Black and White
animal_color_dog_black_and_yellow,0,,Black and Golden
animal_color_dog_black_yellow_white,0,,Mixed
animal_color_dog_bullenbeisser,0,,Brindled
animal_color_dog_collie,0,,Mottled
animal_color_dog_dalmatian,0,,Spotted
animal_color_dog_greyhound,0,,Grey
animal_color_dog_greyhound_stripes,0,,Grey stripes
animal_color_dog_red_white,0,,Auburn and White
animal_color_dog_yellow_white,0,,Tan and White
animal_color_donkey_default,0,,Dun
animal_color_donkey_black,0,,Black
animal_color_donkey_chestnut,0,,Chestnut
animal_color_donkey_cross,0,,Jerusalem Cross
animal_color_donkey_diamond,0,,Starred brown
animal_color_donkey_roan,0,,Roan
animal_color_donkey_rose,0,,Sorrel
animal_color_donkey_spotted,0,,Spotted
animal_color_fox_default,0,,Red
animal_color_fox_amber,0,,Amber
animal_color_fox_blonde,0,,Blonde
animal_color_fox_red,0,,Auburn
animal_color_fox_yellow,0,,Rust
animal_color_goat_alpine,0,,Chamoisee
animal_color_goat_black_neck,0,,Pied
animal_color_goat_black_head,0,,Dark Brown
animal_color_goat_grey,0,,Grey
animal_color_goat_brown,0,,Brown
animal_color_goat_brown_black,0,,Black
animal_color_goat_brown_head,0,,Tan
animal_color_goat_default,0,,White
animal_color_goat_rove,0,,Pied Blond
animal_color_hare_default,0,,White
animal_color_hare_blue,0,,Blue
animal_color_hare_brown,0,,Brown
animal_color_hare_lilac,0,,Buff
animal_color_hare_opal,0,,Grey
animal_color_hare_sable,0,,Sable
animal_color_hare_spotted,0,,Countershaded
animal_color_mallard_duck_female_default,0,,Brown
animal_color_mallard_duck_female_dark_wing,0,,Bronze
animal_color_mallard_duck_female_white_wing,0,,Mottled Auburn
animal_color_mallard_duck_male_default,0,,Green Head
animal_color_mallard_duck_male_dark,0,,Emerald Head
animal_color_mallard_duck_male_sepia,0,,Thyme Head
animal_color_pheasant_female_default,0,,Mottled Sandy
animal_color_pheasant_female_dark_tail,0,,Mottled Pale
animal_color_pheasant_female_grey,0,,Mottled Grey
animal_color_pheasant_female_white,0,,Mottled White
animal_color_pheasant_male_default,0,,Cerulean Head
animal_color_pheasant_male_green_plume,0,,Emerald Head
animal_color_pheasant_male_white_tail,0,,Green Head
animal_color_pheasant_male_white_tail_blue_plume,0,,Blue Head
animal_color_polecat_default,0,,Brown
animal_color_polecat_auburn,0,,Tawny
animal_color_polecat_auburn_stripes,0,,Banded
animal_color_polecat_black,0,,Black
animal_color_polecat_spots,0,,Speckled
animal_color_rat_default,0,,Grey
animal_color_rat_brown,0,,Brown
animal_color_rat_black,0,,Black
animal_color_rat_grey,0,,Grey
animal_color_rat_light,0,,Silver
animal_color_rat_mangy,0,,Speckled Grey
animal_color_sheep_default,0,,White
animal_color_sheep_bersugget,0,,Grey
animal_color_sheep_bieslet,0,,White-faced brown
animal_color_sheep_grey,0,,Dark Grey
animal_color_sheep_iglet,0,,White
animal_color_sheep_katmoget,0,,Black tipped
animal_color_sheep_smirslet,0,,Dark face white muzzle
animal_color_sheep_yuglet,0,,Pale-faced brown
animal_color_sheep_black,0,,Black
animal_color_sheep_piebald,0,,Piebald 
animal_color_water_vole_default,0,,Brown
animal_color_water_vole_dark,0,,Dark Brown
animal_color_water_vole_light,0,,Beige
animal_color_water_vole_mangy,0,,Dappled
animal_color_wolf_default,0,,Brown
animal_color_wolf_02,0,,Grey
animal_color_wolf_black_snout,0,,Mixed
animal_color_wolf_grey_white,0,,Buff
animal_color_wolf_light,0,,Beige
animal_color_wolf_light_brown,0,,Cream
warning_message_info_Bleeding,0,,Assign convalesce in the jobs panel in order for other settlers to tend their wounds and stop the bleeding.
warning_message_info_Cold,0,,Make appropriate clothing to beat the cold.
warning_message_info_CriticalCondition,0,,Your settlers' hitpoints are low. Convalescence and sleep will help them regenerate.
warning_message_info_Hunger,0,,Harvest more food or produce some using cooking spots like campfires or stoves.
warning_message_info_HunterMissingWeapon,0,,"Settlers are assigned hunting jobs, but have no ranged weapons to hunt with.\nEquip your hunters with ranged weapons so that they can hunt."
warning_message_info_Idle,0,,You should probably find them something productive to do.
warning_message_info_LowStockpileFood,0,,"Your food reserves are getting low. There is not enough food for settlers.\n\nGet more food by foraging, hunting or farming. <b>(only food placed on a stockpile counts)</b>\n\nForaging - Order some settlers to harvest berries or mushrooms\n\nHunting - Mark some animals to be hunted and butcher their carcasses for meat\n\nFarming - research and place crop fields to grow a steady harvest of food ingredients."
warning_message_info_MissingBed,0,,The number of beds needs to match the number of settlers.\n\nBuild some beds so your settlers can get a good night's sleep.
warning_message_info_MoodLow,0,,"The mood of some of your settlers is worsening.\n\nIf it gets too low they will stop following their schedule and orders, and even do destructive things like overeat or drink until they pass out.\n\nIf their mood falls to 0, they will leave your colony\n\nBe sure to combat low mood by making nice meals, giving settlers a good night's sleep and seeing that they have enough leisure hours in the day. "
warning_message_info_Raid,0,,Arm your settlers. You are being attacked!
warning_message_info_Sleep,0,,Your settlers are exhausted. This means that they are not getting enough sleep.\n\nMake sure that every settler has enough sleep hours in their schedule.
warning_message_info_Warmth,0,,Keep them indoors or make appropriate clothing to accommodate the heat.
warning_message_short_Bleeding,0,,<style=DefaultRed>Settlers are losing blood</style>
warning_message_short_Cold,0,,Settlers are suffering from cold
warning_message_short_CriticalCondition,0,,<style=DefaultRed>Critical Condition</style>
warning_message_short_Hunger,0,,<style=DefaultRed>Settlers are starving</style>
warning_message_short_HunterMissingWeapon,0,,Hunter lacks ranged weapon
warning_message_short_Idle,0,,Settlers are idle
warning_message_short_LowStockpileFood,0,,Food reserves on stockpile low
warning_message_short_MissingBed,0,,Not enough beds
warning_message_short_MoodLow,0,,<style=DefaultRed>Settlers are unhappy</style>
warning_message_short_Raid,0,,<style=DefaultRed>Incursion!</style>
warning_message_short_Sleep,0,,<style=DefaultRed>Settlers are exhausted</style>
warning_message_short_Warmth,0,,Settlers are suffering from excessive heat
warning_message_short_MissingStockpile,0,,Nowhere to store resources
warning_message_info_MissingStockpile,0,,Place a stockpile so that your settlers have somewhere to store resource piles.
warning_message_short_MealProduction,0,,Meal preparation missing
warning_message_info_MealProduction,0,,"Construct a workstation that turns raw food into meals, like a campfire or a stove. \nMeals can improve your settlers' mood."
warning_message_short_Recreation,0,,Leisure activities
warning_message_info_Recreation,0,,"Be sure to give your settlers leisure time activities.\n\nThere are several activities available.\n\nReligious - Depending on religious alignment, your settlers will want to pray at a shrine, Oak Brethren Temple or Restitutionist Chapel.\n\nDrinking - Settlers love to wind down with a pint of ale (some more than others)\n\nGames - games like backgammon will give your settlers a pastime.\n\nInspect the stats and mood tabs in the settler selection screen for more info."
warning_message_short_ResearchBench,0,,Research table missing
warning_message_info_ResearchBench,0,,Construct a Basic Research Table to unlock new research items.
warning_message_short_AvailableResearch,0,,Research available (<research_count>)
warning_message_info_AvailableResearch,0,,You have the available knowledge to unlock new research items
warning_message_short_WinterClothes,0,,Winter is approaching
warning_message_info_WinterClothes,0,,Prepare for chilly weather by equipping your settlers with warm clothes.\n\nTailor some winter clothing at the sewing station
warning_message_short_MoodLowRevolt,0,,<style=Rebellious>Rebellious</style>
warning_message_info_MoodLowRevolt,0,,Your settlers have had enough and for the next several hours will not follow your schedule or instructions.
warning_message_short_Unconscious,0,,<style=DefaultRed>Settlers are unconscious</style>
warning_message_info_Unconscious,0,,Your settlers are unconscious. This could be due to injuries or lack of sleep. Send another settler to bring them to a bed where they can recover.
warning_message_short_NeedTending,0,,<style=DefaultRed>Settler wounds need tending</style>
warning_message_info_NeedTending,0,,"Your settlers are wounded.\n\nTo tend their wounds, the settlers must convalesce or be carried unconscious to bed by another settler.\n\nOnly then can a settler with a tending job see to the wounds."
warning_message_short_DefensiveStructure,0,,Build up your defences
warning_message_info_DefensiveStructure,0,,Construct defensive structures like merlons and traps to prepare for potential raider attacks.
beam_error_default,0,,Support beam needs to be placed between 2x walls or ground
can_not_deal_damage_to_target,0,,This weapon cannot damage this target
worker_can_not_attack,0,,Can't attack target
worker_can_not_find_path_to_target,0,,Can't find a clear path to target
cannot_build_on_edge,0,,Cannot place building this close to edge of map
cannot_build_on_top_layer,0,,"Highest point reached, you can't place buildings this high"
cannot_change_during_raid,0,,Fast speed is disabled during attacks
cannot_dig_bedrock,0,,"You have hit bedrock, you can't dig any deeper"
cannot_dig_edge,0,,Cannot mark for mining this close to edge of map
cannot_place_stockpile_on_edge,0,,Cannot place stockpile this close to edge of map
cannot_plant_on_edge,0,,Cannot place crop field this close to edge of map
construction_failed,0,,Construction failed
construction_blocked,0,,Construction blocked
default_error_space_not_buildable,0,,Structure can't be placed there
error_ladder_blocked,0,,Structure can't be placed there
default_error_space_taken,0,,Space already occupied
dig_failed,0,,Mined Resources Mangled
error_selection_order_chopping,0,,You must select a fully grown tree
error_cant_mine_under,0,,Cannot dig this voxel. It cannot be reached or something is over it.
error_selection_order_cutting,0,,Must select a bushlike or harvestable plant 
error_selection_order_digging,0,,Select a piece of terrain
error_selection_order_harvesting,0,,You must select harvestable plant that is ripe
error_selection_order_mining,0,,You must select a mineable rock or chunk
floor_error_beam_distance,0,,Floors can only hang 3x spaces from support structures
general_birthday_today,0,,<name> has turned <age> today
general_birthday_info,0,,{0} turned
general_today,0,,today
harvest_failed,0,,Harvest ruined 
pile_has_decomposed,0,,has decomposed on the stockpile
pile_has_rotten,0,,<resource_name> has rotted on the stockpile and turned into: <rotten_resource>
placement_error_beam,0,,Cannot place beam over a staircase or roof
placement_error_stairs_blocking,0,,Invalid position. Stairs are blocked
placement_error_stairs_dead_end,0,,Invalid position. Stairs lead nowhere
plant_cut_failed,0,,Plant reaping mishandled
raiders_no_damage_for_period,0,,"Satisfied with the amount of damage done to your settlement, the aggressors are leaving."
raiders_defeated,0,,"Taking a heavy blow to their forces, the aggressors flee."
raiders_won,0,,"Satisfied with the amount of damage done to your settlement, the aggressors are leaving."
raiders_tied,0,,"The battle seems to not be in anyone's favor, the aggressors are leaving."
enemies_have_appeared,0,,<number> enemies have appeared
enemies_have_started_attacking,0,,Enemies have started their attack!
voxel_not_diggable,0,,Can't dig any deeper.
has_died,0,,<name> is dead
has_fainted,0,,<name> is unconscious
settler_is_unconscious,0,,<name> is unconscious
error_place_stability,0,,Can't place building this far from a stable structure
error_place_roof,0,,A roof needs two or more points to rest upon in order to be placed
error_roof_max,0,,Maximum roof span is {0}
error_beam_intersect,0,,"Can't place beam, intersecting with another beam"
error_beam_min_distance,0,,Beam cannot reach that far. Maximum distance for beam is {0}
error_stairs_blocked,0,,"Can't place staircase, path blocked by: {0}"
error_stiars_blocking,0,,"Can't be placed here, blocking the staircase"
error_beam_blocking,0,,Can't be placed under a beam
error_socketable,0,,Can't be placed. Can only be placed on a wall element or ground voxel
error_socketable_blocking,0,,"Can't be placed, blocked by: {0}"
error_cropfield_placement,0,,Crop field can only be placed on appropriate ground type
worker_left_mood_message,0,,<name> left your colony because they were unhappy!
warning_choose_village_name,0,,Please choose settlement name
warning_village_name_exists,0,,Settlement name already exists in save file
game_saved,0,,Game saved
report_sent,0,,Report sent
error_build_research_bench,0,,Construct a <style=Shortcut>Basic Research Table</style> to unlock new research items.
research_panel_unlocked,0,,You have unlocked the research panel. 
trap_misfire,0,,Trap misfire!
warning_message_info_AnimalRaid,0,,A pack of wild animals has arrived near your settlement. It will leave in a couple of days so it might be better to leave them undisturbed than to risk someone getting hurt.
warning_message_short_AnimalRaid,0,,<style=DefaultRed>Hostile animals</style>
warning_message_short_UnarmedVillagers,0,,Settlers are unarmed
warning_message_info_UnarmedVillagers,0,,Arm your settlers so they can defend themselves if attacked. 
selected_worker_is_crazy,0,,The selected settler has become rebellious and won't take orders
can_not_draft_crazy_worker,0,,A rebellious settler cannot be drafted.
can_not_draft_defeated_worker,0,,You can't draft settlers until victorious enemies leave the map
pile_tooltip_info_ArmourPenetrationLow,0,,<style=DefaultRed>Low armour penetration</style>
pile_tooltip_info_ArmourPenetrationMed,0,,<style=DefaultOrange>Moderate armour penetration</style>
pile_tooltip_info_ArmourPenetrationHigh,0,,<style=DefaultGreen>High armour penetration</style>
pile_tooltip_info_ArmorDamageLow,0,,<style=DefaultRed>Low armour and shield damage</style>
pile_tooltip_info_ArmorDamageMed,0,,<style=DefaultOrange>Moderate armour and shield damage</style>
pile_tooltip_info_ArmorDamageHigh,0,,<style=DefaultGreen>High armour and shield damage</style>
pile_tooltip_info_ArmorDamageVeryHigh,0,,<style=DefaultGreen>Very high armour and shield damage</style>
pile_tooltip_info_BuildingDamageLow,0,,<style=DefaultGreen>Low building damage</style>
pile_tooltip_info_BuildingDamageMed,0,,<style=DefaultOrange>Moderate building damage</style>
pile_tooltip_info_BuildingDamageHigh,0,,<style=DefaultGreen>High building damage</style>
pile_tooltip_info_BuildingDamageVeryHigh,0,,<style=DefaultGreen>Severe building damage</style>
pile_tooltip_info_AttckSpeedLow,0,,<style=DefaultRed>Low attack speed</style>
pile_tooltip_info_AttckSpeedMed,0,,<style=DefaultOrange>Moderate attack speed</style>
pile_tooltip_info_AttckSpeedHigh,0,,<style=DefaultGreen>High attack speed</style>
pile_tooltip_info_MissChanceLow,0,,<style=DefaultGreen>Small chance to miss opponent</style>
pile_tooltip_info_MissChanceMed,0,,<style=DefaultOrange>Moderate chance to miss opponent</style>
pile_tooltip_info_MissChanceHigh,0,,<style=DefaultRed>High chance to miss opponent</style>
pile_tooltip_info_MovementSpeedLow,0,,<style=DefaultOrange>Small effect on movement speed</style>
pile_tooltip_info_MovementSpeedMed,0,,<style=DefaultOrange>Moderate effect on movement speed</style>
pile_tooltip_info_MovementSpeedHigh,0,,<style=DefaultRed>Large effect on movement speed</style>
pile_tooltip_info_AattackSpeedImpactLow,0,,<style=DefaultOrange>Small effect on attack speed</style>
pile_tooltip_info_AttackSpeedImpactMed,0,,<style=DefaultOrange>Moderate effect on attack speed</style>
pile_tooltip_info_AttackSpeedImpactHigh,0,,<style=DefaultRed>Large effect on attack speed</style>
pile_tooltip_info_Shackles,0,,<style=DefaultOrange>Used for shackling prisoners to turn them into captive labourers</style>
pile_tooltip_info_Shackles2,0,,<style=DefaultOrange>Shackled prisoners move slower and have a smaller chance to run away</style>
pile_tooltip_info_BonusHigherGround,0,,<style=DefaultGreen>Attack bonus when used from higher ground</style>
pile_tooltip_info_BonusAgainstSun,0,,<style=DefaultGreen>Protects against harsh sunlight</style>
pile_tooltip_info_BonusOnLadders,0,,<style=DefaultGreen>Additional Critical Chance while on ladders</style>
sow_tooltip_TreeStuntedInfo,0,,<style=DefaultOrange>Sow trees in rows rather than clumps to avoid stunted growth due to overcrowding.</style>
building_tooltip_info_sun,0,,<style=DefaultGreen>Lets sunlight through</style>
building_tooltip_info_rain,0,,<style=DefaultOrange>Rain and snow can fall through</style>
building_tooltip_info_hail,0,,<style=DefaultGreen>Prevents hailstones getting through</style>
shrink_zone,0,,Drag the red rectangle over {zone} to delete part of the zone.\nCutting the zone in half will not create 2x zones but will randomly choose one half to delete.
expand_zone,0,,Place a zone that is connected to {zone} to expand it.
warning_message_info_RaidCountdown,0,,"Prepare your settlers, <faction_name> are on their way"
warning_message_short_RaidCountdown,0,,<style=DefaultRed>A search party arrives.</style>
warning_message_info_AttackCountdown,0,,"Prepare your settlers, <faction_name> are on their way"
warning_message_short_AttackCountdown,0,,<style=DefaultRed>Attackers approaching.</style>
can_not_banish_while_fainted,0,,Cannot banish settler while unconscious
event_animal_raid_end,0,,Hostile animals are leaving the area
warning_message_short_MoodAnnoyed,0,,Settlers are becoming annoyed
warning_message_info_MoodAnnoyed,0,,"The mood of some of your settlers is worsening.\n\nIf it gets too low they will stop following their schedule and orders, and even do destructive things like overeat or drink until they pass out.\n\nIf their mood falls to 0, they will leave your colony\n\nBe sure to combat low mood by making nice meals, giving settlers a good night's sleep and seeing that they have enough leisure hours in the day. "
worker_low_mood_message,0,,<name> is rebellious now!
settler_is_rebellious,0,,The selected settler has become rebellious and won't take orders
event_animal_raid_end_all_animals_dead,0,,All the aggressive animals have been dealt with
warning_message_short_trader,0,,Merchant
warning_message_info_trader,0,,"To initiate bartering with a merchant, select a settler and <sprite=""ctrl_right_click"" index=t> on the merchant, then select the  <b>Barter with</b> option."
warning_message_short_caravan,0,,Caravan is at destination
error_build_map_table,0,,Construct a <style=Shortcut>Cartography Table</style> to view a map of the region.
region_panel_unlocked,0,,You have unlocked the region map
warning_message_short_trader_cant_leave,0,,<style=DefaultRed>Visitors can't leave</style>
warning_message_info_trader_cant_leave,0,,"Visitors can't leave due to being locked or walled in. If you don’t let them go, your settlement's alignment with <faction_name> will decrease."
warning_message_info_group_of_animals_start,0,,A group of animals has arrived (<number> <animal>)
warning_message_info_group_of_animals_leave,0,,The <animal> group has left 
already_reserved_by_other_worker_will_cancel,0,,Another creature or settler is already trying to interact with this pile. This will cancel their actions.
warning_message_short_animals_hungry,0,,<style=DefaultRed>Animals are hungry</style>
warning_message_info_animals_hungry,0,,"Your animals are hungry. Feed them, otherwise they might die of starvation. You can check each animal's diet in the almanac. Ensure that they can access piles of appropriate resources."
message_animal_died,0,,<name> the <animal> has died
message_animal_birth,0,,<name> the <animal> has given birth to
equipment_decomposed,0,,<equipment> decomposed or has been destroyed while worn by <settler>!
fishing_failed,0,,Fishing attempt failed
warning_message_short_Suffocating,0,,<style=DefaultRed>Settlers are suffocating</style>
warning_message_info_Suffocating,0,,"Settlers cannot breathe in this environment. Remove them quickly, before they run out of air and die."
warning_message_short_role_possible,0,,Eligible for Role
warning_message_info_role_possible,0,,One or more of your settlers have the prerequisites to be given a special community role in your settlement. 
eligible_for_role_bbt,0,,<settler_name> is eligible to be a <role_name> 
warning_message_short_role_hour,0,,Role Duties Schedule
warning_message_info_role_hour,0,,"One or more settlers have role duties scheduled during the day, but have no role assigned to them. Assign a role to them or replace the role duty hours with another activity. "
warning_message_short_no_role_hour,0,,Role Duties Schedule Missing
warning_message_info_no_role_hour,0,,One or more of your settlers with assigned roles don't have role-appointed hours. Some roles need role-appointed hours for role-specific tasks.
warning_message_short_event_possible,0,,Hold an Event
warning_message_info_event_possible,0,,One or more event types are available to your settlement. Select the appropriate structure to initiate an event there.
warning_message_short_prison_cell,0,,<style=DefaultRed>Prison Cell Missing</style>
warning_message_info_prison_cell,0,,There is no room designated as a cell. Add a prison marker and stash to any room to turn it in to a prison cell
warning_message_short_prisoner_run,0,,<style=DefaultRed>Runaway!</style>
warning_message_info_prisoner_run,0,,"Prisoners are running away! Order your gaolers to capture them. If runaways reach the edge of the map, they will be gone."
warning_message_short_gaoler_missing,0,,Gaoler Needed
warning_message_info_gaoler_missing,0,,"You have prisoners but no Gaoler. This means food will not be delivered to prisoners, nor will thay be escorted to their cells. Assign this job to one or more of your settlers. "
warning_message_short_crop_blight,0,,<style=DefaultRed>Blighted crops</style>
warning_message_info_crop_blight,0,,Order your settlers to cut down spoiled crops before the blight spreads.
warning_message_short_fire,0,,<style=DefaultRed>Fire!</style>
warning_message_info_fire,0,,A fire has broken out! Extinguish the flames before they spread and damage your settlement.
cannot_extingush_greek_fire,0,,Greek fire can't be extinguished 
attack_oil_blob,0,,Ignite
attack_oil_blob_tooltip,0,,Use flaming projectiles to ignite
cant_attack_oil_without_fire_tooltip,0,,Settler needs to be next to a fire source to use flaming projectiles
dam_built_bbt,0,,River flow stopped by a dam.
enemy_siege_weapon_bbt,0,,Enemies have started placing siege weapons
warning_message_short_enemy_siege,0,,<style=DefaultRed>Enemy Siege Weapons!</style>
warning_message_info_enemy_siege,0,,Enemies have one or more siege weapons. Try to destroy them with your own siege weapons or try to disable them by taking out the enemy that is operating it
warning_message_pass_through_destroyed,0,,Fence Breach!
warning_message_info_pass_through_destroyed,0,,Someone or something has pulled down your fence
warning_message_short_FinalRaidCountdown,0,,<style=DefaultRed>Attackers approaching.</style>
warning_message_info_FinalRaidCountdown,0,,"Prepare your settlers, <faction_name> are on their way"
warning_message_short_EndGameEvent,0,,Endgame Event
warning_message_info_EndGameEvent,0,,"You have triggered the endgame event. Soon, others will arrive to play their parts as you fulfil your destiny."
warning_message_short_RoomNew,0,,Room created
warning_message_warden_recruit,0,,Cannot Recruit Prisoner
warning_message_info_warden_recruit,0,,Assign a settler the Prison Warden role. They will try to recruit prisoners to become villagers in your settlement. The Warden will try this only during role appointed hours.
warning_message_short_beggar,0,,Beggar
warning_message_info_beggar,0,,A beggar arrived and is roaming your settlement 
warning_message_short_map_markers_available,0,,Points of interest available
warning_message_info_map_markers_available,0,,You have various points of interest marked on your regional map
warning_message_tooltip_map_markers_available,0,,Points of interest on regional map: 
event_type_point_of_interest,0,,Point of interest
map_marker_expires_in,0,,Expires in:
warning_message_short_ambush,0,,<style=DefaultRed>Ambush</style>
warning_message_info_ambush,0,,"One of your caravans is under attack. Choose what to do, or the caravan will automatically surrender when the time's up."
warning_message_short_caravan_leave,0,,Caravan must depart
warning_message_info_caravan_leave,0,,"Your caravan must keep moving. When the timer runs out, your settler will be sent back home. "
loading_intro_text_4,0,,"an excerpt from ""Liber Hermagedonem"",
 by the Venerable Favian, New Exeter, ca. 1385"
loading_map_chunks,0,,"Generating map sections, {0} left"
loading_placing_objects,0,,Placing objects
loading_terrain,0,,Loading terrain
menu_loading,0,,Loading
save_terrain_missing,0,,Error loading terrain
general_continue,0,,Click to continue
save_failed,0,,Save failed
save_group_presets_failed,0,,Can't save preset
load_failed,0,,Can't load this game
load_sequence_start,0,,Loading Start
loading_ui,0,,Loading UI
load_sequence_complete,0,,Loading Complete
load_saving,0,,Autosaving...
load_spawning_objects,0,,Placing objects
loading_spawning_slopes,0,,Loading Slopes
save_in_progress,0,,Saving...
save_failed_directory,0,,Failed to create save directory. Try naming your village with english characters only. If the issue continues please contact us at support@foxyvoxel.io
save_migration_error,0,,"This save was created using an older version of Going Medieval. Due to our reworked save system, this particular save is <style=AltColor>no longer valid</style> with the current update, but this issue can be resolved. To migrate your save and continue playing, please follow these steps:\n\n 1. Switch to the <style=AltColor>migration version</style> from Steam/GOG/EGS.\n 2. Click on the “Migrate” option in the Main Menu.\n 3. Choose the save file you wish to migrate.\n 4. Switch back to the <style=AltColor>default version.</style> \n 5. Enjoy the game! \n\nFor a more detailed explanation, please visit this link: ""<link=""web_migration_link""><style=LinkWorker>Link</style></link>”. \nAdditionally, you can find a lovely narrated video with step-by-step instructions here: “<link=""web_migration_video_link""><style=LinkWorker>Link</style></link>” "
save_migration_message,0,,The game is migrating your settlement to ensure playability of the latest version <style=AltColor>(0.18 and above)</style>.
save_migration_message2,0,,Select the <style=AltColor>“Migrate”</style> option and choose the save you would like to transition to the new save system.
save_migration_button,0,,Migrate Save File
save_migration_successful,0,,<style=DefaultGreen>Save Migration Successful</style>
save_migration_failed,0,,<style=DefaultRed>Save Migration Failed </style>
menu_migrating,0,,Migrating
web_migration_link_text,0,,Link
loading_complete,0,,Loading Complete
load_failed_mod_broken,0,,<load_failed>.\n<style=DefaultRed><building></style> cannot be found in repository. This is most likely due to a mod being inactive or broken.
load_failed_mods_in_save,0,,Mods present in save
load_failed_mods_and_more,0,,and more.
load_failed_missing_mod,0,,This save has been made with one or more mods that aren't currently active. Loading may or may not cause some problems. Game might attempt to replace missing structures with default ones where possible. 
load_failed_missing_objects,0,,Missing objects
general_initializing,0,,Initializing
general_creating_world,0,,Loading
ambush_load_title,0,,Ambush
ambush_load_desc,0,,"There was no warning. <faction_name> robbers descended on the caravan, grabbing everything they could."
loot_stash_load_title,0,,Loot stash
loot_stash_load_desc,0,,What have we here? This cache may contain something useful.
bandit_camp_load_title,0,,Bandit Camp
bandit_camp_load_desc,0,,"A well-equipped <faction_name> camp is hidden here, camouflaged by a thick screen of vegetation."
stats,0,,Stats
worker_stats,0,,Stats
blood_treshold_01,0,,Minor blood loss
blood_treshold_02,0,,Moderate blood loss
blood_treshold_03,0,,Massive blood loss
consciousness_treshold_01,0,,Feeling dizzy
consciousness_treshold_02,0,,Struggling to move
consciousness_treshold_03,0,,Unconscious
food_treshold_00,0,,Not Hungry
food_treshold_01,0,,Slightly Hungry
food_treshold_02,0,,Hungry
food_treshold_03,0,,Ravenous
food_treshold_04,0,,Starving
menu_alcohol,0,,Alcohol Requirement
info_menu_alcohol,0,,"The amount of alcohol a settler requires. If this need is not met, the settler will be unhappy."
