ID,Text,Comment
Tutorial.Wellbeing,Mức độ hạnh phúc,
Tutorial.Wellbeing.Beaver,"Bạn có thể thấy tác động từ các hành động của mình lên hải ly.
                           
Hãy chọn một chú hải ly bằng cách nhấp vào nó. Trong bảng điều khiển, bạn có thể thấy chỉ số hạnh phúc, thuộc tính và nhu cầu hiện tại của nó.
                           
Một số nhu cầu có thể giảm xuống giá trị âm và chịu hình phạt nặng nề hoặc dẫn đến cái chết.",Well-being is the same as Wellbeing.DisplayName
Tutorial.Wellbeing.Campfire,"Mức độ hạnh phúc là chỉ số cho biết sự hài lòng của hải ly. Nó ảnh hưởng đến ba thuộc tính: tốc độ làm việc, tốc độ di chuyển và tuổi thọ.
                             
Một trong những cách chính để tăng chỉ số hạnh phúc là thông qua các điểm giải trí. Điểm giải trí là những công trình mà hải ly ghé thăm khi không làm việc.","Well-being is the same as Wellbeing.DisplayName, working speed is the same Bonus.WorkingSpeed, movement speed is the same as Bonus.MovementSpeed, lifespan refers to Bonus.LifeExpectancy"
Tutorial.Wellbeing.OpenWellbeingPanel,Mở bảng mức độ hạnh phúc,Keep similar to KeyBinding.OpenWellbeingPanel
Tutorial.Wellbeing.SelectBeaver,Chọn một chú hải ly và kiểm tra nhu cầu của nó,
Tutorial.Wellbeing.SetWorkingHours,"Hãy nhớ rằng hải ly cần thời gian rảnh để ăn, uống, ngủ và tận hưởng các điểm giải trí của khu định cư.
                                    
Để tối đa hóa năng suất, bạn cần cân bằng giữa mức độ hạnh phúc của công nhân và số giờ làm việc của họ.
                                    
Bây giờ, hãy quay lại giờ làm việc mặc định.",Working hours refers to Work.WorkingHoursTooltip
Tutorial.Wellbeing.Shrub,"Mức độ hạnh phúc cũng tăng lên xung quanh các vật trang trí. Hải ly không chủ động tiến lại gần chúng, vì vậy hãy đặt các vật trang trí gần nơi dân cư thường lui tới.
                          
Bụi cây trang trí là vật trang trí đơn giản nhất, và hải ly trân trọng từng mảng xanh tươi.","Well-being is the same as Wellbeing.DisplayName, Shrub is the same as Building.Shrub.DisplayName"
Tutorial.Wellbeing.WellbeingPanel,"Đối với hải ly, toàn thể xã hội mới là điều quan trọng. Bạn có thể thấy mức độ hạnh phúc trung bình của khu định cư ở góc trên bên trái màn hình.
                                   
Nhấp vào đó để xem mức độ đáp ứng của tất cả các nhu cầu. Có rất nhiều cách để làm cho cuộc sống ở vùng đất hoang trở nên dễ chịu hơn.",Well-being is the same as Wellbeing.DisplayName
Tutorial.Wood,Gỗ,
Tutorial.Wood.ConnectLumberjacks,"Mọi công trình có lối vào đều phải được kết nối với Trung tâm khu vực bằng Đường đi. Khi chọn một công trình, bạn sẽ thấy lối vào của nó được đánh dấu bằng một mũi tên.
                                  
Hãy xây Đường đi để kết nối Cờ thợ đốn gỗ với Trung tâm khu vực.","Lumberjack Flag is the same as Building.LumberjackFlag.DisplayName, District Center is the same as Building.DistrictCenter.DisplayName, Paths refers to Building.Path.DisplayName"
Tutorial.Wood.FinishLumberjacks,"Các Cờ sẽ không được xây dựng trừ khi chúng nằm trong phạm vi xây dựng của khu vực.
                                 
Chọn Trung tâm khu vực để xem phạm vi xây dựng của nó. Bạn có thể mở rộng phạm vi bằng cách nối Đường đi từ lối vào Trung tâm khu vực.","Flags referers to Lumberjack Flag as in Building.LumberjackFlag.DisplayName, District Center is the same as Building.DistrictCenter.DisplayName, Paths refers to Building.Path.DisplayName"
Tutorial.Wood.MarkTrees,"Thợ đốn gỗ chỉ đốn cây ở những khu vực mà bạn đánh dấu để đốn.
                         
Cây cối phải nằm trong phạm vi của Cờ thợ đốn gỗ. Chọn một cờ để xem phạm vi của nó.
                         
Hãy sử dụng công cụ Đánh dấu khu vực đốn gỗ ngay bây giờ. Giữ nút chuột để chọn nhiều ô cùng lúc.","Lumberjacks refers to workers working in Building.LumberjackFlag.DisplayName, Lumberjack Flag is the same as Building.LumberjackFlag.DisplayName. Mark Tree Cutting Area tool is the same as TreeCuttingSelectionTool.Title"
Tutorial.Wood.PlaceLumberjacks,"Mọi khu định cư hải ly đều cần Gỗ tròn, và cần rất nhiều. Chỉ có thợ đốn gỗ mới chặt cây.
                                
Hãy xây các Cờ thợ đốn gỗ cạnh những cây gần đó.","Logs is same as Good.Log.PluralDisplayName, Lumberjack Flag is the same as Building.LumberjackFlag.DisplayName"
Tutorial.WorkingHours,Giờ làm việc,"Tutorial title, Working hours refers to Work.WorkingHoursTooltip"
Tutorial.WorkingHours.SetWorkingHours,"Điều chỉnh giờ làm việc là một cách để quản lý khu định cư của bạn.
                                       
Ngày làm việc dài hơn đồng nghĩa với tiến độ nhanh hơn, nhưng mỗi buổi tối, hải ly cần thời gian thư giãn và ngủ nghỉ. Đừng ép buộc chúng quá sức trong thời gian dài.
                                       
Bây giờ, hãy tăng giờ làm việc lên một chút thôi.","Working hours refers to Work.WorkingHoursTooltip, Starvation refers to Status.Need.Hunger, dehydration refers to Status.Need.Thirst"
Unit.Compact.Kilo.NumberAndUnit,{0}k,"Number with symbol unit added to denote thousands, {0} is the number, 'k' should be consistent with Unit.Kilo.UnitOnly. This should be extremely short - everything of more then 2 characters (inlcuding space and dot) is too long. If in doubt, just left it as k."
Unit.Compact.Kilo.UnitOnly,k,"SI symbol for kilo, used in numbers to denote thousands and shorten their display, e.g. 1k = 1000, 2.5k = 2500, etc. This should be extremely short - everything of more then 2 characters (inlcuding space and dot) is too long. If in doubt, just left it as k."
Unit.Compact.Mega.NumberAndUnit,{0}M,"Number with symbol unit added to denote millions, {0} is the number, 'M' should be consistent with Unit.Mega.UnitOnly. This should be extremely short - everything of more then 2 characters (inlcuding space and dot) is too long. If in doubt, just left it as M."
Unit.Compact.Mega.UnitOnly,M,"SI symbol for mega, used in numbers to denote millions and shorten their display, e.g. 1M = 1,000,000, 2.5M = 2,500,000, etc. This should be extremely short - everything of more then 2 characters (inlcuding space and dot) is too long. If in doubt, just left it as M."
Unit.CubicMeterPerSecond.NumberAndUnit,{0} m³/s,Abbreviation for cubic meters per second with numeric value. {0} stands for the number. Should be consistent with Unit.CubicMeterPerSecond.UnitOnly. Please keep very short.
Unit.CubicMeterPerSecond.UnitOnly,m³/s,Abbreviation for cubic meters per second - standard unit of flow rate/speed. Please keep very short.
Unit.Day.NumberAndUnit,{0} d,Abbreviation for day/days with numeric value. {0} stands for the number. Should be consistent with Unit.Day.UnitOnly. Please keep very short.
Unit.Day.UnitOnly,d,Abbreviation for day/days - a unit of time. Please keep very short.
Unit.Degree.NumberAndUnit,{0}°,Abbreviation for degree unit with numeric value. {0} stands for the number. Should be consistent with Unit.Degree.UnitOnly. Please keep very short.
Unit.Degree.UnitOnly,°,Abbreviation for degree unit - a unit of angle measurement. Please keep very short.
Unit.HorsePower.NumberAndUnit,{0} hp,Abbreviation for horse power unit with numeric value. {0} stands for the number. Should be consistent with Unit.HorsePower.UnitOnly. Please keep very short.
Unit.HorsePower.UnitOnly,hp,Abbreviation for horse power unit - a unit of engine power. Please keep very short.
Unit.HorsePowerHour.NumberAndUnit,{0} hph,Abbreviation for horse power hour with numeric value. {0} stands for the number. Should be consistent with Unit.HorsePowerHour.UnitOnly. Please keep very short.
Unit.HorsePowerHour.UnitOnly,hph,Abbreviation for horse power hour unit - a unit of energy. hp and h should be consistent with Unit.HorsePower.UnitOnly and Unit.Hour.UnitOnly. Please keep very short.
Unit.HorsePowerHourPerMeter.NumberAndUnit,{0} hph/m,Abbreviation for horse power hour per meter with numeric value. {0} stands for the number. Should be consistent with Unit.HorsePowerHourPerMeter.UnitOnly. Please keep very short.
Unit.HorsePowerHourPerMeter.UnitOnly,hph/m,"Stands for horse power hour per meter - used to describe battery capacity. hph should be consistent with Unit.HorsePowerHour.UnitOnly, m should be consistent with Unit.Meter.UnitOnly. Please keep very short."
Unit.HorsePowerPerCubicMeterPerSecond.NumberAndUnit,{0} hp/m³/s,Abbreviation for horse power per cubic meter per second with numeric value. {0} stands for the number. It should be consistent with Unit.HorsePowerPerCubicMeterPerSecond.UnitOnly. Please keep very short.
Unit.HorsePowerPerCubicMeterPerSecond.UnitOnly,hp/m³/s,Abbreviation for horse power per cubic meter per second. It should be consistent with Unit.HorsePower.UnitOnly and Unit.CubicMeterPerSecond.UnitOnly. Please keep very short.
Unit.Hour.NumberAndUnit,{0} h,Abbreviation for hour/hours with numeric value. {0} stands for the number. Should be consistent with Unit.Hour.UnitOnly. Please keep very short.
Unit.Hour.UnitOnly,h,Abbreviation for hour/hours - standard unit of time. Please keep very short.
Unit.Kilogram.NumberAndUnit,{0} kg,"Abbreviation for kilogram, {0} is the number, kg is the unit symbol, which should be consistent with Unit.Kilogram.UnitOnly"
Unit.Kilogram.UnitOnly,kg,Standard unit symbol for kilogram
Unit.Meter.NumberAndUnit,{0} m,Abbreviation for meters with numeric value. {0} stands for the number. Should be consistent with Unit.Meter.UnitOnly. Please keep very short.
Unit.Meter.UnitOnly,m,Abbreviation for meters - standard unit of length/distance/depth. Please keep very short.
Unit.Percent.NumberAndUnit,{0}%,"Number with percent unit added, {0} is the number, % is the unit symbol, which should be consistent with Unit.Percent.UnitOnly"
Unit.Percent.UnitOnly,%,Standard math unit symbol for percent
Unit.Tick.NumberAndUnit,{0} t,Short format for time in ticks with numeric value. It should probably be a short form of Building.Timer.IntervalType.Ticks. It should use different letter than the ones used in Unit.Hour.UnitOnly and Unit.Day.UnitOnly to avoid confusion. {0} stands for the number. Please keep very short.
Unit.Tick.UnitOnly,t,Short format for time in ticks. It should probably be a short form of Building.Timer.IntervalType.Ticks. It should use different letter than the ones used in Unit.Hour.UnitOnly and Unit.Day.UnitOnly to avoid confusion. Please keep very short.
UnstableCore.ExplosionRadius,Bán kính nổ,Label of a field that allows to set explosion radius of an unstable core.
Water.Strength,Sức nước,Followed by a number which tells how much water a water source produces
WaterInputCoordinates.Depth,Độ sâu: {0},Depth reached by the water input building (e.g. a water pump). {0} stands for a number
WaterInputCoordinates.Limit,Giới hạn: {0},Depth limit of the water input building (e.g. a water pump). {0} stands for a number
WaterMover.Unfiltered,Chưa lọc,"Tooltip for a toggle, that decides what kind of fluid should be pumped: unfiltered, water or badwater"
WaterOpacity.Visibility.Hide,Ẩn nước,Tooltip for button hiding water
WaterOpacity.Visibility.Show,Hiện nước,Tooltip for button showing water
Weather.Badtide,Thủy triều độc,Name of toxic hazard season during which all rivers turn into badwater instead of water. Ideally the name should refer to Good.Badwater.DisplayName and follow its pattern. Please read the comment for Good.Badwater.DisplayName for a complete description of what badwater is.
Weather.BadtideEndedNotification,Thủy triều độc đã kết thúc,Notification that shows up when a badtide season ends. Badtide should be the same as Weather.Badtide.
Weather.BadtideStartedNotification,Thủy triều độc đã bắt đầu,Notification that shows up when a badtide season starts. Badtide should be the same as Weather.Badtide.
Weather.CycleAndDayLong,"Chu kỳ {0}, ngày {1}","Example usage: 'Cycle 2, day 5'."
Weather.CycleAndDayShort,Ngày {0}-{1},Example usage: 'Day 2-5'.
Weather.CycleBegins,Chu kỳ {0} bắt đầu,"Shown as a message when new cycle begins, {0} stands for cycle number, example usage: 'Cycle 4 begins'."
Weather.Drought,Hạn hán,
Weather.DroughtEndedNotification,Hạn hán đã kết thúc,A notification that a drought has ended.
Weather.DroughtStartedNotification,Hạn hán đã bắt đầu,A notification that a drought has begun.
Weather.Notification.BadtideApproaching,Thủy triều độc đang đến gần,Tooltip of weather panel shown when a badtide season is approaching. Badtide should be the same as Weather.Badtide.
Weather.Notification.BadtideInProgress,Thủy triều độc đang diễn ra,Tooltip of weather panel shown when a badtide season is in progress. Badtide should be the same as Weather.Badtide.
Weather.Notification.DroughtApproaching,Hạn hán đang đến gần,Tooltip of weather panel shown when a drought season is approaching. Drought should be the same as Weather.Drought.
Weather.Notification.DroughtInProgress,Hạn hán đang diễn ra,Tooltip of weather panel shown when a drought season is in progress. Drought should be the same as Weather.Drought.
Weather.Temperate,Thời tiết ôn hòa,
Wellbeing.AverageWellbeing,Chỉ số an sinh trung bình:,Please keep short. Well-being is how good the beavers feel in general. Could also be welfare or prosperity
Wellbeing.DisplayName,Mức an sinh,How good the beavers feel. Could also be welfare or prosperity
Wellbeing.HighscoreReached,Bầy hải ly của bạn đang hạnh phúc hơn bao giờ hết!,A congratulation message when a settlement reaches a new well-being record
Wellbeing.HighscoreReached.Short,Kỷ lục an sinh mới:,A congratulation message when a settlement reaches a new well-being record
Wellbeing.NextTier,Cấp tiếp theo,Shown on character bonus tooltip with information about next bonus level (each bonus has several tiers with raising values)
Wellbeing.PopulationWellbeing,Mức an sinh toàn dân,Please keep short. How good the beavers feel. Could also be welfare or prosperity
Wellbeing.ShowPopulation,Hiện mức an sinh toàn dân,How good the beavers feel. Could also be welfare or prosperity
Wellbeing.UnlockedFactions,Phe đã mở khóa,Header of a section that tells about factions that can be unlocked
Wonder.Activate,Kích hoạt,Label of a button that activates a Wonder (an end game building).
WonderCompletion.Panel.Header,Xin chúc mừng!,Header of a panel that is shown when the player has mastered a map.
WonderCompletion.Panel.Statistics,Thống kê:,Title of the statistics section in the wonder completion panel
WonderCompletion.Statistic.BeaversBorn,Hải ly chào đời:,A text for flavor statistic that shows how many beavers have been born during the game.
WonderCompletion.Statistic.BeaversExploded,Hải ly bị nổ tung:,A text for flavor statistic that shows how many beavers have died to a dynamite during the game.
WonderCompletion.Statistic.BotsManufactured,Người máy đã chế tạo:,A text for flavor statistic that shows how many bots have been created during the game.
WonderCompletion.Statistic.ChippedTeeth,Răng bị sứt:,A text for flavor statistic that shows how many times a beaver has chipped a tooth during the game.
WonderCompletion.Statistic.DaysPassed,Số ngày trôi qua:,A text for statistic that shows how many days have passed until wonder was built.
WonderCompletion.Statistic.DynamiteDetonated,Thuốc nổ đã kích hoạt:,A text for flavor statistic that shows how many times dynamite has been detonated during the game.
WonderCompletion.Statistic.TailsPainted,Đuôi đã nhuộm màu:,A text for flavor statistic that shows how many tails have been handled by the detailer.
WonderCompletion.Statistic.TreesCut,Cây đã đốn hạ:,A text for flavor statistic that shows how many trees have been cut down during the game.
WonderCompletion.Statistic.WaterConsumed,Lượng nước đã uống:,A text for flavor statistic that shows how many units of water have been consumed during the game.
WonderCompletion.WonderCompleted,Kỳ quan đã hoàn thành: {0},Text that is shown when the player has built and activated a Wonder. {0} is the name of the faction that the player performed this with. Wonder should be the same as Buildings.Wonder.
Work.BeaverOnly,<YellowHighlight>Chỉ dành cho hải ly:</YellowHighlight> Chỉ hải ly mới được phép làm việc tại nơi này.,Shown on a tooltip at workplaces where only beavers can work in
Work.BotOnly,<YellowHighlight>Chỉ dành cho người máy:</YellowHighlight> Chỉ người máy mới được phép làm việc tại nơi này.,Shown on a tooltip at workplaces where only bots can work in. Bots should be the same as Bot.PluralDisplayName.
Work.CurrentWorkers,Lao động: {0} / {1},Please keep short. {0} stands for the desired number of workers. {1} stands for max number of workers that can work in building.
Work.DefaultAllowedWorker,Lao động mặc định trong công trình mới,Global setting for who is allowed to work in a new building: beavers or bots
Work.DefaultAllowedWorker.Tooltip,Các công trình mới trong khu vực này ban đầu sẽ được thiết lập để sử dụng loại lao động này.,Shown on a tooltip for a toggle deciding the default worker setting between beavers and bots.
Work.FuelRemaining,Nhiên liệu còn lại: {0}%,"{0} stands for a number between 0 and 100, for example 10% means that most of the fuel has been depleted."
Work.Incapacitated,Mất khả năng lao động,Label before a number of characters unfit for work (for example injured beavers or broken bots)
Work.MaxDepth,Độ sâu tối đa: {0},"Explains how deep a building can reach, for example how deep it can pump water from. {0} stands for a number."
Work.MaximumWorkers,Lao động tối đa: {0},{0} stands for max number of workers that can work in building.
Work.PriorityTitle,Mức ưu tiên nơi làm việc,Setting a priority on workplace building
Work.Productivity,Năng suất: {0},"Label stating how productive a workplace is, should be consistent with Work.ProductivityHeader. {0} is the value of productivity,"
Work.ProductivityHeader,Năng suất,Label in a tooltip header describing the productivity of a workplace.
Work.ProductivityTip,Tỷ lệ phần trăm thời gian dành cho sản xuất so với thời gian ngừng hoạt động như vận chuyển nguyên vật liệu.,Tooltip of how productivity works
Work.Vacant,Còn trống,Denotes an empty workplace slot without a worker.
Work.VacantPlural,Vị trí trống,Label before number of vacant work slots
Work.WorkRefusalWarning,Từ chối làm việc,Please keep short. A warning inside a tooltip that a beaver or a bot won't work if certain circumstances occur (like beaver is sick or bot is out of power).
Work.Workers,Lao động: {0},{0} stands for number of workers
Work.WorkersLabel,Lao động,Label before number of workers
Work.WorkingHoursTooltip,Giờ làm việc,
Work.Workplace.DisplayName,Nơi làm việc,"Header of a section where various aspects of a workplace can be changed (working priority, number of workers). Please keep short."
Work.WorkplaceUnlock.CantUnlock,"Không thể mở khóa nơi làm việc này cho người máy, không đủ Điểm khoa học.",Prompt when the player doesn't have enough science points to unlock a workplace for bots. Bots should be the same as Bot.PluralDisplayName.
Work.WorkplaceUnlock.Prompt,Bạn có chắc chắn muốn mở khóa nơi làm việc này cho người máy không? Chi phí là {0} Điểm khoa học.,"{0} stands for amount. Prompt when the  player presses to unlock a workplace for bots. Science Points must be the same as Science.SciencePoints, Bots as Bot.PluralDisplayName"
Work.WorkplaceUnlock.Tooltip,Mở khóa nơi làm việc này cho người máy.,Shown on a blocked workplace's tooltip. Bots should be the same as Bot.PluralDisplayName.
Zipline.AddConnection,Thêm kết nối,Tooltip text for button with plus icon adding a connection between two zipline towers or stations.
Zipline.BlockedWarning,Tuyến đường bị cản trở!,Error message when zipline path is obstructed
Zipline.Connections,Các kết nối:,A header above icon representation of connections between zipline towers or stations.
Zipline.Distance,{0} / {1},"The distance between the start and end of a zipline cable. {0} is the current distance, {1} is the maximum allowed distance."
Zipline.DistanceWarning,Quá xa!,Error message when the distance is too far
Zipline.Inclination,{0} / {1},"The inclination of the zipline cable. {0} is the current inclination, {1} is the maximum allowed inclination"
Zipline.InclinationWarning,Quá dốc!,Error message when the inclination is too steep
Zipline.PickDestination,Chọn điểm đến để tạo kết nối,"Information provided when creating a connection between two zipline towers or stations, when user needs to click a second one to create the connection."
Zipline.RemoveConnection,Xóa kết nối,Tooltip text for button with x icon removing a connection between two zipline towers or stations.
Zipline.TooManyConnections,Quá nhiều kết nối!,Error message when target zipline has too many connections
Building.AquaticFarmhouse.DisplayName,Trại Thủy Sinh,A farmhouse that specializes in water plants.
Building.AquaticFarmhouse.FlavorDescription,"""Từng có tin đồn là chúng ta ăn cá. Thật tởm lợm!"" —Bà Ngonel","Beavers eating fish is a common misconception. Beavers are 100% herbivores. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Aquifer.Description,Một nguồn nước ngầm dưới lòng đất.,
Building.Aquifer.DisplayName,Tầng Nước Ngầm,
Building.Aquifer.FlavorDescription,Không khó để tìm ra nó khi nó phát ra tiếng ồn lớn đến vậy.,
Building.AquiferDrill.Description,Khai thác nước từ Tầng Nước Ngầm.,
Building.AquiferDrill.DisplayName,Máy Khoan Tầng Nước Ngầm,
Building.AquiferDrill.FlavorDescription,"Khác với hải ly, nó được tạo ra để nước tự do chảy.",
Building.BadtideDrain.Description,Phun ra nước độc trong suốt Đợt Nước Độc.,
Building.BadtideDrain.DisplayName,Cống Xả Đợt Nước Độc,
Building.BadtideDrain.FlavorDescription,"""Có phải con người đã dùng đường ống vào mục đích này không? Gớm thật."" —Pina.","Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.BadwaterDischarge.Description,"Niêm phong một Nguồn Nước Độc. Có thể mở hoặc đóng. Khi mở, nước độc vẫn chảy ngay cả trong hạn hán.","Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDischarge.DisplayName,Cửa Xả Nước Độc,"Name of the building that can either stop flow of badwater or enforce flow with full power. It's a dome shaped, mechanical building that opens and closes like a camera shutter. Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDischarge.FlavorDescription,Chỉ những kỹ sư xây dựng thực thụ mới được phép lại gần.,This is a reference to a youtuber called Real Civil Engineer.
Building.BadwaterDome.Description,Niêm phong một Nguồn Nước Độc. Có thể đóng mở tùy ý.,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDome.DisplayName,Vòm Niêm Phong Nước Độc,Name of the building that stops flow of badwater when put on its source. It's a dome shaped mechanical building that can open and close by raising the cover up and down. Badwater must be the same as Good.Badwater.DisplayName.
Building.BadwaterDome.FlavorDescription,"Không nước độc, không sầu rơi.","This is a reference to a Bob Marley song ""No woman, no cry""."
Building.BadwaterPump.Description,Một máy bơm gia cố có khả năng bơm nước độc. Độ ô nhiễm nước độc thấp sẽ làm chậm tốc độ bơm.,Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.BadwaterPump.DisplayName,Máy Bơm Nước Độc,Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterPump.FlavorDescription,"""Giá mà các biện pháp bảo vệ bổ sung có thêm cái kẹp mũi."" —Suli",Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BadwaterRig.Description,Niêm phong một Nguồn Nước Độc. Thuê công nhân khai thác nước độc trực tiếp từ nguồn.,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterRig.DisplayName,Giàn Khai Thác Nước Độc,Name of the building that stops flow from badwater source and generates Good.Badwater.DisplayName goods (by extracting them from source). It's a mechanical building that needs workers to operate. Badwater must be the same as Good.Badwater.DisplayName
Building.BadwaterRig.FlavorDescription,Những ai làm việc trên đỉnh nguồn nước độc sôi sục đều cảm thấy áp lực liên tục.,Play on words with pressure referring to both water pressure and stress. If possible try to adapt the phrase to fit your language.
Building.BadwaterSeep.Description,Một nguồn nước độc có áp lực hạn chế.,
Building.BadwaterSeep.DisplayName,Điểm Rò Nước Độc,"A building that allows badwater to seep through, creating a natural badwater source."
Building.BadwaterSeep.FlavorDescription,"Áp lực hạn chế, nguy hiểm vô hạn.",
Building.BadwaterSource.DisplayName,Nguồn Nước Độc,A crack or spring in the ground spuming badwater. Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterSource.FlavorDescription,"""Tại sao chúng ta phải dọn dẹp bãi chiến trường của con người chứ? Ồ, đúng rồi, họ chết sạch rồi còn đâu."" —Pina",
Building.Bakery.Description,Nướng bánh mì và các loại bánh từ nhiều loại bột khác nhau.,Pastry being a baked good.
Building.Bakery.DisplayName,Tiệm Bánh Mì,Building that bakes bread
Building.Bakery.FlavorDescription,"""Không gì tuyệt bằng một chiếc bánh nóng hổi rắc thêm chút mùn cưa lên trên."" —Bà Ngonel","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Barrack.Description,Nhà ở chung tiện lợi.,
Building.Barrack.DisplayName,Lán Tập Thể,Barracks are cramped homes for beavers. Not related to soldiers.
Building.Barrack.FlavorDescription,"""Hai con Đuôi Bông bước vào một lán tập thể..."" —Trò đùa của phe Răng Thép","Reference to 'walk into a bar' jokes; only Iron Teeth use Barracks, as Folktails prefer different lodges and are less work-focused than Iron Teeth"
Building.BeaverBust.Description,Tượng bán thân của một chú hải ly trông có vẻ quan trọng.,
Building.BeaverBust.DisplayName,Tượng Bán Thân Hải Ly,
Building.BeaverBust.FlavorDescription,Những chú hải ly con tinh nghịch thích vẽ thêm đủ chi tiết lên mặt Cụ Kazko.,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization. Kits are young beavers."
Building.BeaverStatue.Description.Folktails,Tượng một chú hải ly no đủ.,
Building.BeaverStatue.Description.IronTeeth,Tượng một chú hải ly chăm chỉ.,
Building.BeaverStatue.DisplayName,Tượng Hải Ly,Statue of a beaver
Building.BeaverStatue.FlavorDescription.Folktails,Khiến bạn tự hào trong những năm được mùa và thấy đói lòng trong những năm mất mùa.,The statue shows a beaver with a full belly so it can make one hungry when looking at it.
Building.BeaverStatue.FlavorDescription.IronTeeth,Thiết kế ban đầu với chiếc liềm đã bị coi là quá giống phe Đuôi Bông.,This metal statue depicts a beaver worker with a raised hammer. Hammer and sickle is an emblem of Soviet Russia. Folktails must be same as faction name (Faction.Folktails.DisplayName).
Building.Beehive.Description,Thúc đẩy sự phát triển của cây trồng xung quanh.,
Building.Beehive.DisplayName,Tổ Ong,
Building.Beehive.FlavorDescription,"""Rồi ngươi cũng sẽ quen với tiếng vo ve thôi."" —Bà Ngonel","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Bell.Description,Tiếng chuông vang lên khi bắt đầu và kết thúc một ngày làm việc.,This is a large metal bell that rings twice a day.
Building.Bell.DisplayName,Chuông Báo,A large metal bell
Building.Bell.FlavorDescription,"""Tiếng chuông buổi sáng mới là điều ngươi nên mong đợi."" —Cụ Kazko","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Bench.DisplayName,Ghế Dài,
Building.Bench.FlavorDescription,"Thỉnh thoảng, vài kẻ phá hoại lại gặm nhấm tài sản công cộng.",
Building.Blockage.Description,Một rào cản tự nhiên chặn dòng nước. Có thể tháo dỡ.,Demolished meaning removed by a worker.
Building.Blockage.DisplayName,Vật Cản Tự Nhiên,"Not a dam since that's another building in game but if not possible it could be called a Natural Dam. Visually, it's a block made out of twigs and loose stones."
Building.Blockage.FlavorDescription,Thật kỳ diệu khi thiên nhiên tạo ra một thứ ngang tầm với kỹ thuật của hải ly.,
Building.BotAssembler.Description,Lắp ráp rô-bốt tự hành để thực hiện các công việc hàng ngày.,Bots should be the same as Bot.PluralDisplayName
Building.BotAssembler.DisplayName,Xưởng Lắp Ráp Rô-bốt,A factory for assembling bots. Bot should be the same as Bot.TemplateName
Building.BotAssembler.FlavorDescription,"Tất cả bắt đầu từ một câu hỏi đơn giản: ""Giá như hôm nay mình không phải làm việc nhỉ"". —Pina",
Building.BotPartFactory.Description,Sản xuất các linh kiện rô-bốt.,Bot should be the same as Bot.TemplateName
Building.BotPartFactory.DisplayName,Nhà Máy Linh Kiện Rô-bốt,"A factory for creating bot parts, that are later assembled into full bots. Bot should be the same as Bot.TemplateName."
Building.BotPartFactory.FlavorDescription,"""Xong rồi! Chờ đã, con ốc vít này ở đâu ra đây?"" —Pina",
Building.Brazier.Description,Ngọn lửa rực rỡ được chứa an toàn trong chiếc lò sưởi trang trí.,
Building.Brazier.DisplayName,Lò Sưởi Trang Trí,
Building.Brazier.FlavorDescription,"""Ồ, cháy rực rỡ luôn!"" —Suli",Play on words with lit meaning both lit up and cool. If possible try to adapt the phrase to fit your language. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BrazierOfBonding.DisplayName,Lò Sưởi Gắn Kết,A large brazier surrounded by statues of a beaver family
Building.BrazierOfBonding.FlavorDescription,"""Nếu không vì chúng ta, thì cũng vì các thế hệ tương lai."" —Bà Ngonel","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.BreedingPod.Description,Phương thức sinh sản duy nhất và được ưa thích của phe Răng Thép.,Iron Teeth must be the same as the faction name (Faction.IronTeeth.DisplayName).
Building.BreedingPod.DisplayName,Buồng Nhân Giống,
